Location_ID,Location_Name,Location_Type,Region,Population_2021,Unified_Score,Deferred_Reason
SK-1500,Bayard,Organized Hamlet,Southern Saskatchewan,,,no published StatCan census population (Organized Hamlet — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1501,Bayview Heights,Organized Hamlet,Northwest Saskatchewan,,,no published StatCan census population (Organized Hamlet — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1502,Beaubier,Organized Hamlet,Southeast Saskatchewan,,,no published StatCan census population (Organized Hamlet — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1503,Beaver Creek,Organized Hamlet,Saskatoon Region,,,no published StatCan census population (Organized Hamlet — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1504,Bellegarde,Organized Hamlet,Southeast Saskatchewan,,,no published StatCan census population (Organized Hamlet — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1505,Big Beaver,Organized Hamlet,Southern Saskatchewan,,,no published StatCan census population (Organized Hamlet — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1506,Blumenthal,Organized Hamlet,Saskatoon Region,,,no published StatCan census population (Organized Hamlet — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1507,Brancepeth,Organized Hamlet,Central Saskatchewan,,,no published StatCan census population (Organized Hamlet — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1508,Burgis Beach,Organized Hamlet,Southeast Saskatchewan,,,no published StatCan census population (Organized Hamlet — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1509,Candiac,Organized Hamlet,Southeast Saskatchewan,,,no published StatCan census population (Organized Hamlet — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1510,Cannington Lake,Organized Hamlet,Southeast Saskatchewan,,,no published StatCan census population (Organized Hamlet — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1511,Caron,Organized Hamlet,Southern Saskatchewan,,,no published StatCan census population (Organized Hamlet — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1512,Casa Rio,Organized Hamlet,Saskatoon Region,,,no published StatCan census population (Organized Hamlet — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1513,Cathedral Bluffs,Organized Hamlet,Saskatoon Region,,,no published StatCan census population (Organized Hamlet — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1514,Cedar Villa Estates,Organized Hamlet,Saskatoon Region,,,no published StatCan census population (Organized Hamlet — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1515,Chelan,Organized Hamlet,Central Saskatchewan,,,no published StatCan census population (Organized Hamlet — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1516,Claybank,Organized Hamlet,Southern Saskatchewan,,,no published StatCan census population (Organized Hamlet — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1517,Congress,Organized Hamlet,Southern Saskatchewan,,,no published StatCan census population (Organized Hamlet — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1518,Corning,Organized Hamlet,Southeast Saskatchewan,,,no published StatCan census population (Organized Hamlet — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1519,Crawford Estates,Organized Hamlet,Regina Region,,,no published StatCan census population (Organized Hamlet — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1520,Crutwell,Organized Hamlet,Central Saskatchewan,,,no published StatCan census population (Organized Hamlet — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1521,Crystal Bay-Sunset,Organized Hamlet,Northwest Saskatchewan,,,no published StatCan census population (Organized Hamlet — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1522,Crystal Lake,Organized Hamlet,Southeast Saskatchewan,,,no published StatCan census population (Organized Hamlet — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1523,Crystal Springs,Organized Hamlet,Central Saskatchewan,,,no published StatCan census population (Organized Hamlet — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1524,Darlings Beach,Organized Hamlet,Southwest Saskatchewan,,,no published StatCan census population (Organized Hamlet — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1525,Davin,Organized Hamlet,Regina Region,,,no published StatCan census population (Organized Hamlet — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1526,Deer Valley,Organized Hamlet,Regina Region,,,no published StatCan census population (Organized Hamlet — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1527,Delmas,Organized Hamlet,Northwest Saskatchewan,,,no published StatCan census population (Organized Hamlet — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1528,Demaine,Organized Hamlet,Southwest Saskatchewan,,,no published StatCan census population (Organized Hamlet — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1529,Discovery Ridge,Organized Hamlet,Saskatoon Region,,,no published StatCan census population (Organized Hamlet — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1530,Eagle Ridge Country Estates,Organized Hamlet,Saskatoon Region,,,no published StatCan census population (Organized Hamlet — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1531,Edgeley,Organized Hamlet,Regina Region,,,no published StatCan census population (Organized Hamlet — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1532,Elbow Lake,Organized Hamlet,Southeast Saskatchewan,,,no published StatCan census population (Organized Hamlet — unincorporated locality / reserve / neighborhood; population would have to be invented)
